FIPS:County,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,FIPS:Block,FIPS:State,Cantidad de Casos
01003,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
01015,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
01021,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
01029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01033,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
01035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01043,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
01045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01051,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
01053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01073,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
01077,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
01079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01081,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
01083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01089,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
01095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01097,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
01101,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
01113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01115,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
01117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02020,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
02090,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
02110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02122,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
02170,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
02185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
04001,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
04003,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
04005,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
04011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
04012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
04013,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
04015,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
04017,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
04019,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
04021,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
04025,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
04027,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
05005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
05009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05031,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
05033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05035,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
05047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05069,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
05071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05085,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
05093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05115,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
05119,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
05123,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
05125,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
05129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05131,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
05139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05143,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
05145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06001,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
06007,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
06009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06013,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06019,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
06023,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
06025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06029,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
06031,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
06033,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
06037,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
06039,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
06047,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
06053,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
06055,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
06057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06059,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
06061,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
06065,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
06067,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
06071,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
06073,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
06075,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
06077,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06079,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
06081,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
06083,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
06085,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
06087,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
06089,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06093,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
06095,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
06097,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
06099,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06103,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
06107,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06111,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
06113,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
06115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
08001,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
08003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08005,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
08013,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
08019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08031,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
08035,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08041,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
08043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08045,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08059,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
08061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08069,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
08071,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08077,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
08081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08083,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08093,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08101,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
08103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08123,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
09001,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
09003,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
09005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
09007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09009,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
09011,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
09013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10001,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10003,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11001,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
12001,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12005,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12009,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12011,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
12013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12015,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12017,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12019,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12031,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
12033,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12053,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12055,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12057,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
12061,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12063,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12069,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
12071,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
12073,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
12081,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12083,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12086,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
12089,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12091,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12095,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
12099,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12101,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12103,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12105,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
12107,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12109,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12111,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
12113,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12117,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12119,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12127,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
13015,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13021,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
13023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13039,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13045,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13051,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13057,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13059,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13063,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
13067,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
13069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13089,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
13095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13097,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13103,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13113,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13115,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13117,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
13121,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
13127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13135,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13137,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13139,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13151,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
13153,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13185,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13215,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13217,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
13219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13223,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13245,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
13247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13275,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13285,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13295,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
13297,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15001,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
15003,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
15009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16001,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
16003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16017,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16019,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
16027,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16039,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16047,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16055,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16073,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17031,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
17039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
