date_my;state;coef
2014-06;WY;0.041
2014-07;AK;0.069
2014-07;AL;0.067
2014-07;AR;0.059
2014-07;AZ;0.067
2014-07;CA;0.074
2014-07;CO;0.048
2014-07;CT;0.065
2014-07;DE;0.057
2014-07;FL;0.062
2014-07;GA;0.072
2014-07;HI;0.043
2014-07;IA;0.042
2014-07;ID;0.048
2014-07;IL;0.069
2014-07;IN;0.059
2014-07;KS;0.045
2014-07;KY;0.063
2014-07;LA;0.065
2014-07;MA;0.057
2014-07;MD;0.058
2014-07;ME;0.056
2014-07;MI;0.072
2014-07;MN;0.04
2014-07;MO;0.06
2014-07;MS;0.075
2014-07;MT;0.046
2014-07;NC;0.063
2014-07;ND;0.027
2014-07;NE;0.032
2014-07;NH;0.042
2014-07;NJ;0.066
2014-07;NM;0.067
2014-07;NV;0.078
2014-07;NY;0.062
2014-07;OH;0.057
2014-07;OK;0.044
2014-07;OR;0.067
2014-07;PA;0.058
2014-07;RI;0.075
2014-07;SC;0.065
2014-07;SD;0.034
2014-07;TN;0.067
2014-07;TX;0.051
2014-07;UT;0.038
2014-07;VA;0.052
2014-07;VT;0.039
2014-07;WA;0.061
2014-07;WI;0.053
2014-07;WV;0.066
2014-07;WY;0.041
2014-08;AK;0.069
2014-08;AL;0.066
2014-08;AR;0.058
2014-08;AZ;0.067
2014-08;CA;0.073
2014-08;CO;0.046
2014-08;CT;0.065
2014-08;DE;0.056
2014-08;FL;0.062
2014-08;GA;0.071
2014-08;HI;0.043
2014-08;IA;0.042
2014-08;ID;0.047
2014-08;IL;0.067
2014-08;IN;0.058
2014-08;KS;0.044
2014-08;KY;0.061
2014-08;LA;0.067
2014-08;MA;0.057
2014-08;MD;0.058
2014-08;ME;0.055
2014-08;MI;0.07
2014-08;MN;0.04
2014-08;MO;0.059
2014-08;MS;0.073
2014-08;MT;0.046
2014-08;NC;0.062
2014-08;ND;0.027
2014-08;NE;0.032
2014-08;NH;0.042
2014-08;NJ;0.066
2014-08;NM;0.066
2014-08;NV;0.077
2014-08;NY;0.061
2014-08;OH;0.056
2014-08;OK;0.043
2014-08;OR;0.066
2014-08;PA;0.057
2014-08;RI;0.073
2014-08;SC;0.066
2014-08;SD;0.033
2014-08;TN;0.066
2014-08;TX;0.05
2014-08;UT;0.038
2014-08;VA;0.052
2014-08;VT;0.039
2014-08;WA;0.06
2014-08;WI;0.052
2014-08;WV;0.065
2014-08;WY;0.041
2014-09;AK;0.068
2014-09;AL;0.065
2014-09;AR;0.058
2014-09;AZ;0.066
2014-09;CA;0.072
2014-09;CO;0.045
2014-09;CT;0.064
2014-09;DE;0.055
2014-09;FL;0.061
2014-09;GA;0.069
2014-09;HI;0.042
2014-09;IA;0.042
2014-09;ID;0.046
2014-09;IL;0.066
2014-09;IN;0.058
2014-09;KS;0.044
2014-09;KY;0.059
2014-09;LA;0.069
2014-09;MA;0.056
2014-09;MD;0.057
2014-09;ME;0.054
2014-09;MI;0.068
2014-09;MN;0.039
2014-09;MO;0.058
2014-09;MS;0.072
2014-09;MT;0.045
2014-09;NC;0.061
2014-09;ND;0.027
2014-09;NE;0.031
2014-09;NH;0.041
2014-09;NJ;0.066
2014-09;NM;0.065
2014-09;NV;0.076
2014-09;NY;0.06
2014-09;OH;0.055
2014-09;OK;0.043
2014-09;OR;0.065
2014-09;PA;0.056
2014-09;RI;0.071
2014-09;SC;0.067
2014-09;SD;0.033
2014-09;TN;0.066
2014-09;TX;0.049
2014-09;UT;0.038
2014-09;VA;0.051
2014-09;VT;0.039
2014-09;WA;0.06
2014-09;WI;0.051
2014-09;WV;0.065
2014-09;WY;0.041
2014-10;AK;0.067
2014-10;AL;0.064
2014-10;AR;0.057
2014-10;AZ;0.066
2014-10;CA;0.071
2014-10;CO;0.044
2014-10;CT;0.064
2014-10;DE;0.054
2014-10;FL;0.06
2014-10;GA;0.068
2014-10;HI;0.041
2014-10;IA;0.041
2014-10;ID;0.046
2014-10;IL;0.064
2014-10;IN;0.057
2014-10;KS;0.043
2014-10;KY;0.057
2014-10;LA;0.07
2014-10;MA;0.055
2014-10;MD;0.056
2014-10;ME;0.053
2014-10;MI;0.066
2014-10;MN;0.039
2014-10;MO;0.057
2014-10;MS;0.071
2014-10;MT;0.045
2014-10;NC;0.06
2014-10;ND;0.027
2014-10;NE;0.031
2014-10;NH;0.04
2014-10;NJ;0.066
2014-10;NM;0.065
2014-10;NV;0.075
2014-10;NY;0.06
2014-10;OH;0.054
2014-10;OK;0.042
2014-10;OR;0.064
2014-10;PA;0.055
2014-10;RI;0.07
2014-10;SC;0.067
2014-10;SD;0.033
2014-10;TN;0.065
2014-10;TX;0.048
2014-10;UT;0.037
2014-10;VA;0.051
2014-10;VT;0.038
2014-10;WA;0.06
2014-10;WI;0.05
2014-10;WV;0.065
2014-10;WY;0.041
2014-11;AK;0.066
2014-11;AL;0.062
2014-11;AR;0.057
2014-11;AZ;0.065
2014-11;CA;0.07
2014-11;CO;0.043
2014-11;CT;0.063
2014-11;DE;0.053
2014-11;FL;0.059
2014-11;GA;0.066
2014-11;HI;0.041
2014-11;IA;0.041
2014-11;ID;0.045
2014-11;IL;0.063
2014-11;IN;0.056
2014-11;KS;0.043
2014-11;KY;0.056
2014-11;LA;0.07
2014-11;MA;0.054
2014-11;MD;0.056
2014-11;ME;0.052
2014-11;MI;0.064
2014-11;MN;0.038
2014-11;MO;0.056
2014-11;MS;0.07
2014-11;MT;0.044
2014-11;NC;0.059
2014-11;ND;0.027
2014-11;NE;0.03
2014-11;NH;0.039
2014-11;NJ;0.066
2014-11;NM;0.064
2014-11;NV;0.074
2014-11;NY;0.059
2014-11;OH;0.053
2014-11;OK;0.042
2014-11;OR;0.062
2014-11;PA;0.054
2014-11;RI;0.068
2014-11;SC;0.066
2014-11;SD;0.033
2014-11;TN;0.064
2014-11;TX;0.047
2014-11;UT;0.037
2014-11;VA;0.05
2014-11;VT;0.038
2014-11;WA;0.059
2014-11;WI;0.049
2014-11;WV;0.065
2014-11;WY;0.04
2014-12;AK;0.065
2014-12;AL;0.061
2014-12;AR;0.056
2014-12;AZ;0.065
2014-12;CA;0.069
2014-12;CO;0.043
2014-12;CT;0.062
2014-12;DE;0.052
2014-12;FL;0.059
2014-12;GA;0.065
2014-12;HI;0.04
2014-12;IA;0.04
2014-12;ID;0.045
2014-12;IL;0.061
2014-12;IN;0.055
2014-12;KS;0.043
2014-12;KY;0.055
2014-12;LA;0.069
2014-12;MA;0.052
2014-12;MD;0.055
2014-12;ME;0.051
2014-12;MI;0.062
2014-12;MN;0.038
2014-12;MO;0.056
2014-12;MS;0.068
2014-12;MT;0.043
2014-12;NC;0.058
2014-12;ND;0.026
2014-12;NE;0.03
2014-12;NH;0.039
2014-12;NJ;0.065
2014-12;NM;0.064
2014-12;NV;0.073
2014-12;NY;0.058
2014-12;OH;0.052
2014-12;OK;0.042
2014-12;OR;0.061
2014-12;PA;0.054
2014-12;RI;0.067
2014-12;SC;0.065
2014-12;SD;0.033
2014-12;TN;0.063
2014-12;TX;0.046
2014-12;UT;0.036
2014-12;VA;0.049
2014-12;VT;0.038
2014-12;WA;0.058
2014-12;WI;0.049
2014-12;WV;0.065
2014-12;WY;0.039
2015-01;AK;0.065
2015-01;AL;0.061
2015-01;AR;0.056
2015-01;AZ;0.064
2015-01;CA;0.068
2015-01;CO;0.043
2015-01;CT;0.061
2015-01;DE;0.051
2015-01;FL;0.058
2015-01;GA;0.064
2015-01;HI;0.04
2015-01;IA;0.039
2015-01;ID;0.044
2015-01;IL;0.06
2015-01;IN;0.054
2015-01;KS;0.043
2015-01;KY;0.054
2015-01;LA;0.069
2015-01;MA;0.051
2015-01;MD;0.055
2015-01;ME;0.05
2015-01;MI;0.06
2015-01;MN;0.038
2015-01;MO;0.055
2015-01;MS;0.067
2015-01;MT;0.043
2015-01;NC;0.058
2015-01;ND;0.026
2015-01;NE;0.029
2015-01;NH;0.038
2015-01;NJ;0.065
2015-01;NM;0.065
2015-01;NV;0.072
2015-01;NY;0.057
2015-01;OH;0.051
2015-01;OK;0.042
2015-01;OR;0.06
2015-01;PA;0.054
2015-01;RI;0.066
2015-01;SC;0.065
2015-01;SD;0.033
2015-01;TN;0.062
2015-01;TX;0.045
2015-01;UT;0.036
2015-01;VA;0.049
2015-01;VT;0.038
2015-01;WA;0.058
2015-01;WI;0.048
2015-01;WV;0.067
2015-01;WY;0.039
2015-02;AK;0.065
2015-02;AL;0.061
2015-02;AR;0.056
2015-02;AZ;0.063
2015-02;CA;0.067
2015-02;CO;0.042
2015-02;CT;0.06
2015-02;DE;0.05
2015-02;FL;0.057
2015-02;GA;0.063
2015-02;HI;0.039
2015-02;IA;0.039
2015-02;ID;0.043
2015-02;IL;0.06
2015-02;IN;0.053
2015-02;KS;0.043
2015-02;KY;0.054
2015-02;LA;0.068
2015-02;MA;0.051
2015-02;MD;0.054
2015-02;ME;0.048
2015-02;MI;0.059
2015-02;MN;0.037
2015-02;MO;0.055
2015-02;MS;0.067
2015-02;MT;0.042
2015-02;NC;0.058
2015-02;ND;0.027
2015-02;NE;0.029
2015-02;NH;0.037
2015-02;NJ;0.064
2015-02;NM;0.065
2015-02;NV;0.071
2015-02;NY;0.057
2015-02;OH;0.051
2015-02;OK;0.042
2015-02;OR;0.059
2015-02;PA;0.054
2015-02;RI;0.065
2015-02;SC;0.064
2015-02;SD;0.033
2015-02;TN;0.061
2015-02;TX;0.044
2015-02;UT;0.036
2015-02;VA;0.048
2015-02;VT;0.037
2015-02;WA;0.057
2015-02;WI;0.047
2015-02;WV;0.068
2015-02;WY;0.039
2015-03;AK;0.065
2015-03;AL;0.061
2015-03;AR;0.055
2015-03;AZ;0.063
2015-03;CA;0.066
2015-03;CO;0.042
2015-03;CT;0.059
2015-03;DE;0.05
2015-03;FL;0.057
2015-03;GA;0.063
2015-03;HI;0.039
2015-03;IA;0.039
2015-03;ID;0.043
2015-03;IL;0.06
2015-03;IN;0.051
2015-03;KS;0.044
2015-03;KY;0.053
2015-03;LA;0.067
2015-03;MA;0.05
2015-03;MD;0.053
2015-03;ME;0.047
2015-03;MI;0.058
2015-03;MN;0.037
2015-03;MO;0.055
2015-03;MS;0.066
2015-03;MT;0.042
2015-03;NC;0.059
2015-03;ND;0.027
2015-03;NE;0.029
2015-03;NH;0.037
2015-03;NJ;0.063
2015-03;NM;0.066
2015-03;NV;0.07
2015-03;NY;0.056
2015-03;OH;0.051
2015-03;OK;0.043
2015-03;OR;0.058
2015-03;PA;0.054
2015-03;RI;0.064
2015-03;SC;0.064
2015-03;SD;0.032
2015-03;TN;0.06
2015-03;TX;0.044
2015-03;UT;0.036
2015-03;VA;0.048
2015-03;VT;0.037
2015-03;WA;0.057
2015-03;WI;0.047
2015-03;WV;0.069
2015-03;WY;0.04
2015-04;AK;0.065
2015-04;AL;0.061
2015-04;AR;0.054
2015-04;AZ;0.062
2015-04;CA;0.065
2015-04;CO;0.041
2015-04;CT;0.058
2015-04;DE;0.049
2015-04;FL;0.056
2015-04;GA;0.062
2015-04;HI;0.038
2015-04;IA;0.038
2015-04;ID;0.043
2015-04;IL;0.06
2015-04;IN;0.05
2015-04;KS;0.044
2015-04;KY;0.053
2015-04;LA;0.065
2015-04;MA;0.05
2015-04;MD;0.053
2015-04;ME;0.046
2015-04;MI;0.057
2015-04;MN;0.037
2015-04;MO;0.054
2015-04;MS;0.065
2015-04;MT;0.041
2015-04;NC;0.059
2015-04;ND;0.027
2015-04;NE;0.03
2015-04;NH;0.036
2015-04;NJ;0.062
2015-04;NM;0.066
2015-04;NV;0.07
2015-04;NY;0.055
2015-04;OH;0.051
2015-04;OK;0.044
2015-04;OR;0.058
2015-04;PA;0.054
2015-04;RI;0.063
2015-04;SC;0.063
2015-04;SD;0.032
2015-04;TN;0.059
2015-04;TX;0.044
2015-04;UT;0.036
2015-04;VA;0.047
2015-04;VT;0.036
2015-04;WA;0.057
2015-04;WI;0.047
2015-04;WV;0.07
2015-04;WY;0.041
2015-05;AK;0.065
2015-05;AL;0.062
2015-05;AR;0.053
2015-05;AZ;0.061
2015-05;CA;0.064
2015-05;CO;0.04
2015-05;CT;0.057
2015-05;DE;0.049
2015-05;FL;0.056
2015-05;GA;0.061
2015-05;HI;0.037
2015-05;IA;0.038
2015-05;ID;0.043
2015-05;IL;0.06
2015-05;IN;0.049
2015-05;KS;0.043
2015-05;KY;0.053
2015-05;LA;0.064
2015-05;MA;0.049
2015-05;MD;0.052
2015-05;ME;0.045
2015-05;MI;0.056
2015-05;MN;0.037
2015-05;MO;0.053
2015-05;MS;0.065
2015-05;MT;0.041
2015-05;NC;0.059
2015-05;ND;0.028
2015-05;NE;0.03
2015-05;NH;0.035
2015-05;NJ;0.06
2015-05;NM;0.066
2015-05;NV;0.069
2015-05;NY;0.054
2015-05;OH;0.05
2015-05;OK;0.044
2015-05;OR;0.057
2015-05;PA;0.054
2015-05;RI;0.062
2015-05;SC;0.061
2015-05;SD;0.032
2015-05;TN;0.058
2015-05;TX;0.044
2015-05;UT;0.036
2015-05;VA;0.046
2015-05;VT;0.036
2015-05;WA;0.056
2015-05;WI;0.046
2015-05;WV;0.071
2015-05;WY;0.042
2015-06;AK;0.065
2015-06;AL;0.062
2015-06;AR;0.052
2015-06;AZ;0.06
2015-06;CA;0.062
2015-06;CO;0.039
2015-06;CT;0.057
2015-06;DE;0.049
2015-06;FL;0.055
2015-06;GA;0.06
2015-06;HI;0.036
2015-06;IA;0.038
2015-06;ID;0.043
2015-06;IL;0.059
2015-06;IN;0.048
2015-06;KS;0.042
2015-06;KY;0.053
2015-06;LA;0.063
2015-06;MA;0.048
2015-06;MD;0.051
2015-06;ME;0.044
2015-06;MI;0.055
2015-06;MN;0.037
2015-06;MO;0.051
2015-06;MS;0.064
2015-06;MT;0.042
2015-06;NC;0.059
2015-06;ND;0.028
2015-06;NE;0.03
2015-06;NH;0.034
2015-06;NJ;0.059
2015-06;NM;0.065
2015-06;NV;0.068
2015-06;NY;0.053
2015-06;OH;0.049
2015-06;OK;0.045
2015-06;OR;0.057
2015-06;PA;0.053
2015-06;RI;0.06
2015-06;SC;0.06
2015-06;SD;0.032
2015-06;TN;0.057
2015-06;TX;0.044
2015-06;UT;0.036
2015-06;VA;0.045
2015-06;VT;0.036
2015-06;WA;0.056
2015-06;WI;0.045
2015-06;WV;0.07
2015-06;WY;0.043
2015-07;AK;0.065
2015-07;AL;0.061
2015-07;AR;0.05
2015-07;AZ;0.06
2015-07;CA;0.061
2015-07;CO;0.038
2015-07;CT;0.056
2015-07;DE;0.048
2015-07;FL;0.054
2015-07;GA;0.059
2015-07;HI;0.035
2015-07;IA;0.037
2015-07;ID;0.042
2015-07;IL;0.059
2015-07;IN;0.047
2015-07;KS;0.041
2015-07;KY;0.052
2015-07;LA;0.062
2015-07;MA;0.048
2015-07;MD;0.05
2015-07;ME;0.043
2015-07;MI;0.053
2015-07;MN;0.037
2015-07;MO;0.049
2015-07;MS;0.063
2015-07;MT;0.042
2015-07;NC;0.058
2015-07;ND;0.028
2015-07;NE;0.03
2015-07;NH;0.033
2015-07;NJ;0.057
2015-07;NM;0.065
2015-07;NV;0.068
2015-07;NY;0.052
2015-07;OH;0.048
2015-07;OK;0.044
2015-07;OR;0.056
2015-07;PA;0.053
2015-07;RI;0.059
2015-07;SC;0.058
2015-07;SD;0.031
2015-07;TN;0.056
2015-07;TX;0.044
2015-07;UT;0.036
2015-07;VA;0.044
2015-07;VT;0.036
2015-07;WA;0.056
2015-07;WI;0.045
2015-07;WV;0.069
2015-07;WY;0.044
2015-08;AK;0.065
2015-08;AL;0.061
2015-08;AR;0.048
2015-08;AZ;0.06
2015-08;CA;0.06
2015-08;CO;0.037
2015-08;CT;0.056
2015-08;DE;0.048
2015-08;FL;0.053
2015-08;GA;0.058
2015-08;HI;0.034
2015-08;IA;0.037
2015-08;ID;0.042
2015-08;IL;0.059
2015-08;IN;0.046
2015-08;KS;0.04
2015-08;KY;0.052
2015-08;LA;0.061
2015-08;MA;0.047
2015-08;MD;0.05
2015-08;ME;0.042
2015-08;MI;0.052
2015-08;MN;0.036
2015-08;MO;0.047
2015-08;MS;0.063
2015-08;MT;0.042
2015-08;NC;0.057
2015-08;ND;0.028
2015-08;NE;0.031
2015-08;NH;0.032
2015-08;NJ;0.055
2015-08;NM;0.065
2015-08;NV;0.067
2015-08;NY;0.05
2015-08;OH;0.047
2015-08;OK;0.044
2015-08;OR;0.055
2015-08;PA;0.052
2015-08;RI;0.058
2015-08;SC;0.057
2015-08;SD;0.031
2015-08;TN;0.054
2015-08;TX;0.044
2015-08;UT;0.036
2015-08;VA;0.043
2015-08;VT;0.035
2015-08;WA;0.056
2015-08;WI;0.044
2015-08;WV;0.067
2015-08;WY;0.044
2015-09;AK;0.065
2015-09;AL;0.061
2015-09;AR;0.047
2015-09;AZ;0.059
2015-09;CA;0.059
2015-09;CO;0.037
2015-09;CT;0.056
2015-09;DE;0.048
2015-09;FL;0.053
2015-09;GA;0.057
2015-09;HI;0.034
2015-09;IA;0.037
2015-09;ID;0.042
2015-09;IL;0.059
2015-09;IN;0.046
2015-09;KS;0.04
2015-09;KY;0.052
2015-09;LA;0.06
2015-09;MA;0.046
2015-09;MD;0.049
2015-09;ME;0.041
2015-09;MI;0.051
2015-09;MN;0.036
2015-09;MO;0.046
2015-09;MS;0.062
2015-09;MT;0.042
2015-09;NC;0.056
2015-09;ND;0.028
2015-09;NE;0.031
2015-09;NH;0.032
2015-09;NJ;0.054
2015-09;NM;0.065
2015-09;NV;0.066
2015-09;NY;0.05
2015-09;OH;0.047
2015-09;OK;0.044
2015-09;OR;0.054
2015-09;PA;0.052
2015-09;RI;0.057
2015-09;SC;0.056
2015-09;SD;0.03
2015-09;TN;0.053
2015-09;TX;0.044
2015-09;UT;0.036
2015-09;VA;0.042
2015-09;VT;0.035
2015-09;WA;0.056
2015-09;WI;0.044
2015-09;WV;0.066
2015-09;WY;0.045
2015-10;AK;0.066
2015-10;AL;0.06
2015-10;AR;0.045
2015-10;AZ;0.058
2015-10;CA;0.058
2015-10;CO;0.036
2015-10;CT;0.056
2015-10;DE;0.047
2015-10;FL;0.052
2015-10;GA;0.056
2015-10;HI;0.033
2015-10;IA;0.037
2015-10;ID;0.041
2015-10;IL;0.059
2015-10;IN;0.045
2015-10;KS;0.04
2015-10;KY;0.053
2015-10;LA;0.06
2015-10;MA;0.046
2015-10;MD;0.048
2015-10;ME;0.04
2015-10;MI;0.05
2015-10;MN;0.036
2015-10;MO;0.045
2015-10;MS;0.062
2015-10;MT;0.042
2015-10;NC;0.055
2015-10;ND;0.029
2015-10;NE;0.031
2015-10;NH;0.031
2015-10;NJ;0.052
2015-10;NM;0.065
2015-10;NV;0.065
2015-10;NY;0.049
2015-10;OH;0.047
2015-10;OK;0.045
2015-10;OR;0.053
2015-10;PA;0.052
2015-10;RI;0.056
2015-10;SC;0.056
2015-10;SD;0.03
2015-10;TN;0.052
2015-10;TX;0.044
2015-10;UT;0.036
2015-10;VA;0.041
2015-10;VT;0.035
2015-10;WA;0.056
2015-10;WI;0.044
2015-10;WV;0.065
2015-10;WY;0.045
2015-11;AK;0.066
2015-11;AL;0.06
2015-11;AR;0.044
2015-11;AZ;0.058
2015-11;CA;0.057
2015-11;CO;0.035
2015-11;CT;0.056
2015-11;DE;0.047
2015-11;FL;0.051
2015-11;GA;0.056
2015-11;HI;0.032
2015-11;IA;0.037
2015-11;ID;0.041
2015-11;IL;0.06
2015-11;IN;0.046
2015-11;KS;0.039
2015-11;KY;0.053
2015-11;LA;0.06
2015-11;MA;0.045
2015-11;MD;0.047
2015-11;ME;0.04
2015-11;MI;0.049
2015-11;MN;0.036
2015-11;MO;0.045
2015-11;MS;0.062
2015-11;MT;0.042
2015-11;NC;0.054
2015-11;ND;0.029
2015-11;NE;0.031
2015-11;NH;0.03
2015-11;NJ;0.051
2015-11;NM;0.065
2015-11;NV;0.064
2015-11;NY;0.049
2015-11;OH;0.048
2015-11;OK;0.045
2015-11;OR;0.052
2015-11;PA;0.052
2015-11;RI;0.055
2015-11;SC;0.055
2015-11;SD;0.029
2015-11;TN;0.05
2015-11;TX;0.045
2015-11;UT;0.036
2015-11;VA;0.041
2015-11;VT;0.034
2015-11;WA;0.056
2015-11;WI;0.043
2015-11;WV;0.064
2015-11;WY;0.047
2015-12;AK;0.067
2015-12;AL;0.06
2015-12;AR;0.043
2015-12;AZ;0.057
2015-12;CA;0.057
2015-12;CO;0.035
2015-12;CT;0.056
2015-12;DE;0.046
2015-12;FL;0.051
2015-12;GA;0.056
2015-12;HI;0.031
2015-12;IA;0.037
2015-12;ID;0.04
2015-12;IL;0.061
2015-12;IN;0.046
2015-12;KS;0.039
2015-12;KY;0.053
2015-12;LA;0.061
2015-12;MA;0.044
2015-12;MD;0.047
2015-12;ME;0.039
2015-12;MI;0.049
2015-12;MN;0.037
2015-12;MO;0.044
2015-12;MS;0.062
2015-12;MT;0.042
2015-12;NC;0.054
2015-12;ND;0.03
2015-12;NE;0.031
2015-12;NH;0.029
2015-12;NJ;0.051
2015-12;NM;0.066
2015-12;NV;0.063
2015-12;NY;0.049
2015-12;OH;0.049
2015-12;OK;0.046
2015-12;OR;0.051
2015-12;PA;0.052
2015-12;RI;0.055
2015-12;SC;0.055
2015-12;SD;0.029
2015-12;TN;0.049
2015-12;TX;0.045
2015-12;UT;0.036
2015-12;VA;0.041
2015-12;VT;0.034
2015-12;WA;0.056
2015-12;WI;0.043
